store_id,store_name,location_name
931,GUMOUA E ISIM ,"Rua Itacaiúna, Vila Andrade, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05716-150, Brasil"
933,SUPSIO ,"Rua Itacaiúna, Vila Andrade, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05716-150, Brasil"
938,OIGIPUARO ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
941,GUMOUA ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
944,ZIMI ZUM ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
945,LUPI ,"Rua Felisbela Gonçalves, Jardim Anália Franco, Vila Formosa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03342-900, Brasil"
946,USIFLUS ,"Rua Felisbela Gonçalves, Jardim Anália Franco, Vila Formosa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03342-900, Brasil"
947,USMIMOI RS ,"Downtown, 500, Avenida das Américas, Jardim Oceânico, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-100, Brasil"
948,RAMZI CISMURUARI RA SIPIMUARI ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
950,ISIM ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
951,GRIMEVASAIM ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
952,GRIMEVASAIM ,"Shopping Cidade São Paulo, Rua São Carlos do Pinhal, Morro dos Ingleses, Bela Vista, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01405-000, Brasil"
953,GRIME CRU ,"Grand Cru, 1799, Rua Bela Cintra, Cerqueira César, Jardim Paulista, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01415-007, Brasil"
955,CIRIROI U CAI ,"Rua Esculápio, Campo Grande, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23042-500, Brasil"
960,GRIME CRU ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
961,PIGUE PIPACO ,"Shopping Villa Lobos, 4777, Avenida Doutora Ruth Cardoso, Boaçava, Alto de Pinheiros, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05477-902, Brasil"
964,GRIME CRU ZAGAUMAPILAS ,"161, Rua Doutor Veiga Filho, Higienópolis, Consolação, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01229-001, Brasil"
965,GRIME CRU ,"196, Alameda dos Maracatins, Indianópolis, Moema, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04089-000, Brasil"
966,CIRIROI U CAI ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
967,GRIME CRU VALI MIVI CIMCUAMOI ,"Attimo, 341, Rua Diogo Jácome, Indianópolis, Moema, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04512-001, Brasil"
968,GRIME CRU AMIARO CIRUSI  ,"57, Avenida Horácio Lafer, Vila Olímpia, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04534-014, Brasil"
975,IEPISMI ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
976,PAZZI ROIE MIPILAPACO ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
977,PRIMZURS RUSMIURIMA U PAZZIRAI ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
978,ZUPULAR MUC ,"Marginal Tietê (Expressa), Casa Verde Baixa, Casa Verde, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 02512-000, Brasil"
983,LUPIMUIM ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
984,GIPUMZIGUM ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
989,GRIME CRU ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
995,ROGLISS ICUSSARAIS ,"Rua Itacaiúna, Vila Andrade, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05716-150, Brasil"
997,PIEURISI MAROI ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
998,TRAZ LOURA RIRMAM ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
999,LUCITA ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
1000,PAI RUMOU ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1001,PEUIM GAMTRAM ,"Shopping Cidade São Paulo, Rua São Carlos do Pinhal, Morro dos Ingleses, Bela Vista, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01405-000, Brasil"
1002,OIGIPUARO ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1003,ZIVIMUI ,"Rua Felisbela Gonçalves, Jardim Anália Franco, Vila Formosa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03342-900, Brasil"
1006,PUGUM ,"Hospital Sancta Maggiore Paraíso, 1137, Rua Maestro Cardim, Bela Vista, Vila Mariana, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01323-001, Brasil"
1008,PUGUM ,"Rua Felisbela Gonçalves, Jardim Anália Franco, Vila Formosa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03342-900, Brasil"
1009,CIPIMI PURGUR ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1010,CICIU SZIS ,"Hotel Ramada, 19021, Avenida das Américas, Recreio dos Bandeirantes, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22790-703, Brasil"
1014,OUMGA ,"Rua Itacaiúna, Vila Andrade, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05716-150, Brasil"
1015,MUMRIFAM ,"Rua Nova do Tuparoquera, Jardim São Luís, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05844-000, Brasil"
1016,PIPS ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1018,ICI EU SIVEMI ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1019,CISI PIUEUEMI ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1022,RIRIMI ,"Rua Felisbela Gonçalves, Jardim Anália Franco, Vila Formosa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03342-900, Brasil"
1025,IMUI PUGIVI ,"Rua Padre Meliton Vigueira Penillos, Vila Leopoldina, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05305-011, Brasil"
1026,AIEMAMIMU IU PRUSEM,"Shopping Rio Design Barra, 7777, Avenida das Américas, Américas Park, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22793-081, Brasil"
1027,LIFM ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
1029,UVURUSM ,"Marginal Tietê (Expressa), Barra Funda, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01142-100, Brasil"
1034,GRIME CRU ,"Grand Cru - Jardim Botânico, 180, Rua Lopes Quintas, Jardim Botânico, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 02246-010, Brasil"
1037,IUMPICA ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
1041,GIPUMZIGUM ,"Shopping Cidade São Paulo, Rua São Carlos do Pinhal, Morro dos Ingleses, Bela Vista, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01405-000, Brasil"
1042,FRUEOU ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1044,ZIVIMUI ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1056,RIOZ ,Coordenadas ausentes
1057,IUMPICA ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1061,SMIMCU ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
1064,GRIME CRU ,"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20530-230, Brasil"
1071,VIRIMOU ,"Hospital Sancta Maggiore Paraíso, 1137, Rua Maestro Cardim, Bela Vista, Vila Mariana, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01323-001, Brasil"
1076,SUMIR SIMMPE ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1080,AIEMAMIMU IU PRUSEM,"Botafogo Praia Shopping, 400, Praia de Botafogo, Botafogo, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22250-040, Brasil"
1082,LIEMAMIMU IU PRUSEM,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
1083,CISI PIUEUEMI ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
1084,CISI PIUEUEMI ,"Shopping Vila Olímpia, 360, Rua Olimpíadas, Vila Olímpia, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04551-000, Brasil"
1091,SALITO ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1092,SALITO ,"Botafogo Praia Shopping, 400, Praia de Botafogo, Botafogo, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22250-040, Brasil"
1093,SALITO ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1095,SALITO ,"Shopping Rio Design Barra, 7777, Avenida das Américas, Américas Park, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22793-081, Brasil"
1096,SALITO ,"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20530-230, Brasil"
1097,SALITO ,"Shopping Vila Olímpia, 360, Rua Olimpíadas, Vila Olímpia, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04551-000, Brasil"
1098,SALITO ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
1099,SALITO ,"Rua Felisbela Gonçalves, Jardim Anália Franco, Vila Formosa, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03342-900, Brasil"
1101,SALITO ,"Shopping Cidade São Paulo, Rua São Carlos do Pinhal, Morro dos Ingleses, Bela Vista, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01405-000, Brasil"
1103,SALITO ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
1104,SALITO ,"Avenida Dom Hélder Câmara, Cachambi, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20771-310, Brasil"
1105,SALITO ,"Hospital Sancta Maggiore Paraíso, 1137, Rua Maestro Cardim, Bela Vista, Vila Mariana, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01323-001, Brasil"
1106,SALITO ,"Shopping Villa Lobos, 4777, Avenida Doutora Ruth Cardoso, Boaçava, Alto de Pinheiros, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05477-902, Brasil"
1107,SR SIGIRIMI ,"Shopping Villa Lobos, 4777, Avenida Doutora Ruth Cardoso, Boaçava, Alto de Pinheiros, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05477-902, Brasil"
1114,RIMAI EU TRAPRISCI ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
1117,PIPULIRAI RIGMALAI ,"Shopping Villa Lobos, 4777, Avenida Doutora Ruth Cardoso, Boaçava, Alto de Pinheiros, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05477-902, Brasil"
1118,PRISEMCICIU ,"Avenida Embaixador Abelardo Bueno, Barra Olímpica, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22775-039, Brasil"
1119,ISIM O RIRARIRA ,"Shopping Vila Olímpia, 360, Rua Olimpíadas, Vila Olímpia, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04551-000, Brasil"
1120,GIPUMZIGUM ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
1121,PRISEMCICIU ,"Avenida Luís Carlos Prestes, Barra da Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22640-120, Brasil"
1122,MPECILIMUS PRISEMCICIU ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
1123,SIRSUMG ,"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20530-230, Brasil"
1125,PIZ RUSMIURIMA ,"BarraShoppingSul, 300, Avenida Diário de Notícias, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-080, Brasil"
1127,CIRIROI U CAI ,"Hotel Ramada, 19021, Avenida das Américas, Recreio dos Bandeirantes, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22790-703, Brasil"
1128,ZIVIMUI ,"Ponto de Táxi Shopping Santa Cruz, 2560, Rua Domingos de Morais, Vila Mariana, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04036-000, Brasil"
1141,CISI RUVAVI ,"Shopping Villa Lobos, 4777, Avenida Doutora Ruth Cardoso, Boaçava, Alto de Pinheiros, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05477-902, Brasil"
1143,GRORAI RIMAI ,"Rua Voluntários da Pátria, Farrapos, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90250-680, Brasil"
1146,MZU PIEO SZIP ,"Mooca Plaza Shopping, 313, Rua Capitão Pacheco e Chaves, Mooca, Vila Prudente, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 03126-000, Brasil"
1150,PASCIAMU ,"Shopping Cidade São Paulo, Rua São Carlos do Pinhal, Morro dos Ingleses, Bela Vista, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 01405-000, Brasil"
1152,CISI DA PILIP ,"Tijuca Off Shopping, Rua Engenheiro Enaldo Cravo Peixoto, Tijuca, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20530-230, Brasil"
1153,RIMAI EU TRAPRISCI ,"Avenida Dom Hélder Câmara, Cachambi, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20771-310, Brasil"
1154,ILRU ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
1157,CISI OUS CACIS ,"Morumbi Shopping, 1089, Avenida Roque Petroni Júnior, Santo Amaro, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04707-900, Brasil"
1160,MPECILIMRIS CAOUEU PIASI ,"Rua General Lima e Silva, Cidade Baixa, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90050-100, Brasil"
1161,CZALLA PUIMS ,"Rua Itacaiúna, Vila Andrade, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05716-150, Brasil"
1162,SIU SIU EUSAGM ,"Avenida Dom Hélder Câmara, Cachambi, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20771-310, Brasil"
